/Params:/look_back/look_ahead/BATCH_SIZE/DROP_RATE/UNITS/LEARNING_RATE/EPOCHS
min_loss: 0.68924480676651 
max_loss: 0.6956329941749573
Params: 300/100/4096/0.2/2/0.001/10/20
min_loss: 0.6955124735832214 
max_loss: 0.7017056941986084
Params: 300/100/4096/0.2/2/0.001/10/20
min_loss: 0.6944864988327026 
max_loss: 0.7055441737174988
Params: 300/100/4096/0.2/2/0.001/1/20
min_loss: 0.6927628517150879 
max_loss: 0.7000924944877625
Params: 300/100/2048/0.2/2/0.001/1/20
min_loss: 0.6930739879608154 
max_loss: 0.7001197934150696
Params: 300/100/4096/0.2/2/0.001/1/20
min_loss: 0.6932260990142822 
max_loss: 0.6953807473182678
Params: 300/100/1104/0.2/2/0.001/5/20
min_loss: 0.6914883255958557 
max_loss: 0.6943508386611938
Params: 300/100/1104/0.4/2/0.001/1/20
min_loss: 0.6930596232414246 
max_loss: 0.6963285207748413
Params: 300/100/1104/0.2/2/0.005/1/20
min_loss: 0.6955249905586243 
max_loss: 0.6978866457939148
Params: 300/100/1104/0.2/2/0.001/1/20
min_loss: 0.691982626914978 
max_loss: 0.6947372555732727
Params: 300/100/1104/0.2/2/0.001/1/20
min_loss: 0.6936042904853821 
max_loss: 0.6936885714530945
Params: 300/100/1104/0.2/2/0.001/10/10
min_loss: 0.6933004260063171 
max_loss: 0.6953452825546265
Params: 300/100/1104/0.2/2/0.001/10/20
min_loss: 0.6921752691268921 
max_loss: 0.6930636763572693
Params: 300/100/442/0.2/2/0.001/10/20
min_loss: 0.6928542852401733 
max_loss: 0.6951271295547485
Params: 300/100/442/0.2/4/0.001/10/20
min_loss: 0.693544864654541 
max_loss: 0.6966171860694885
Params: 300/100/442/0.2/4/0.001/10/20
min_loss: 0.6929270029067993 
max_loss: 0.7004362344741821
Params: 300/100/442/0.2/4/0.001/10/20
min_loss: 0.6931977272033691 
max_loss: 0.6944754719734192
Params: 300/100/442/0.2/4/0.001/10/20
min_loss: 0.6920875906944275 
max_loss: 0.6976303458213806
Params: 300/100/442/0.2/4/0.001/10/20
min_loss: 0.692470133304596 
max_loss: 0.7471994161605835
Params: 300/100/442/0.2/16/0.001/10/20
min_loss: 0.6871316432952881 
max_loss: 1.1232980489730835
Params: 300/100/442/0.2/64/0.001/10/20
min_loss: 0.6906687617301941 
max_loss: 0.8598291873931885
Params: 300/100/442/0.2/128/0.001/10/20
min_loss: 0.6930745840072632 
max_loss: 0.7169530391693115
Params: 300/100/1104/0.2/256/0.001/1/10
min_loss: 0.6931647658348083 
max_loss: 0.6967470049858093
Params: 300/100/4416/0.2/512/0.001/1/10
min_loss: 0.6931063532829285 
max_loss: 0.6961857676506042
Params: 300/100/4416/0.2/180/0.001/1/10
min_loss: 0.6927732825279236 
max_loss: 0.6961103677749634
Params: 300/100/4416/0.2/2/0.001/1/10
min_loss: 0.6924499869346619 
max_loss: 0.6961718201637268
Params: 300/100/4416/0.2/64/0.001/1/10
min_loss: 0.6927812695503235 
max_loss: 0.71507728099823
Params: 300/100/4416/0.2/16/0.001/1/10
min_loss: 0.6958226561546326 
max_loss: 0.7010284662246704
Params: 300/100/4416/0.2/8/0.001/1/10
min_loss: 0.6915521621704102 
max_loss: 0.6936957240104675
Params: 300/100/4416/0.2/2/0.001/1/10
min_loss: 0.701599657535553 
max_loss: 0.7049391269683838
Params: 300/100/4416/0.2/1/0.001/1/10
min_loss: 0.6930651664733887 
max_loss: 0.6992020606994629
Params: 300/100/4416/0.2/2/0.001/1/10
min_loss: 0.6940636038780212 
max_loss: 0.6977682709693909
Params: 300/100/4416/0.2/2/0.001/1/10
min_loss: 0.6935610771179199 
max_loss: 0.7052403688430786
Params: 300/100/4416/0.2/4/0.001/1/10
min_loss: 0.7030794620513916 
max_loss: 0.7055469751358032
Params: 300/100/4416/0.2/1/0.001/1/10
min_loss: 0.6929121613502502 
max_loss: 0.6960611939430237
Params: 300/100/4416/0.2/2/0.001/1/10
min_loss: 0.692001461982727 
max_loss: 0.7273868322372437
Params: 300/100/4416/0.2/128/0.001/1/10
min_loss: 0.6930749416351318 
max_loss: 0.7194135189056396
Params: 300/100/2208/0.2/256/0.001/1/10
min_loss: 0.693271279335022 
max_loss: 0.7025906443595886
Params: 300/100/2208/0.2/512/0.001/1/5
min_loss: 0.6921259760856628 
max_loss: 0.6963006258010864
Params: 300/100/2208/0.2/90/0.001/1/5
min_loss: 0.693374752998352 
max_loss: 0.694766104221344
Params: 300/100/2208/0.2/2/0.001/1/5
min_loss: 0.6926270723342896 
max_loss: 0.6929490566253662
Params: 300/100/1104/0.2/2/0.001/1/5
min_loss: 0.6921208500862122 
max_loss: 0.6928727626800537
Params: 300/100/1104/0.2/32/0.001/1/5
min_loss: 0.6929498314857483 
max_loss: 0.6931585669517517
Params: 300/100/4096/0.2/2/0.001/1/5
min_loss: 0.6926657557487488 
max_loss: 0.6929606795310974
Params: 300/100/4096/0.2/2/0.001/1/5
min_loss: 0.6932370662689209 
max_loss: 0.6963028907775879
Params: 300/100/512/0.2/2/0.001/1/5
min_loss: 0.6937400698661804 
max_loss: 0.6960971355438232
Params: 300/100/32/0.2/2/0.001/1/5
min_loss: 0.6932259798049927 
max_loss: 0.6935468316078186
Params: 300/100/64/0.2/2/0.001/1/5
min_loss: 0.6929834485054016 
max_loss: 0.6931378841400146
Params: 300/100/128/0.2/2/0.001/1/5
min_loss: 0.6928573250770569 
max_loss: 0.6931323409080505
Params: 300/100/256/0.2/2/0.001/1/5
min_loss: 0.6952031850814819 
max_loss: 0.6967843770980835
Params: 300/100/512/0.2/2/0.001/1/5
min_loss: 0.6921241283416748 
max_loss: 0.6922780871391296
Params: 300/100/1024/0.2/2/0.001/1/5
min_loss: 0.6983644962310791 
max_loss: 0.6988256573677063
Params: 300/100/2048/0.2/2/0.001/1/5
min_loss: 0.6928378343582153 
max_loss: 0.6931401491165161
Params: 300/100/1024/0.2/2/0.001/1/5
min_loss: 0.6957714557647705 
max_loss: 0.6968331933021545
Params: 300/100/1024/0.2/2/0.005/1/5
min_loss: 0.6938279271125793 
max_loss: 0.696431577205658
Params: 300/100/1024/0.2/2/0.01/1/10
min_loss: 0.691920816898346 
max_loss: 0.6931681632995605
Params: 300/100/1024/0.3/2/0.01/1/10
min_loss: 0.6930117011070251 
max_loss: 0.6946350932121277
Params: 300/100/512/0.3/2/0.01/1/10
min_loss: 0.6928795576095581 
max_loss: 0.6930439472198486
Params: 300/100/0/0.3/2/0.01/1/10
min_loss: 0.6929745078086853 
max_loss: 0.6941831707954407
Params: 300/100/0/0.3/2/0.001/1/10
min_loss: 0.6921209692955017 
max_loss: 0.6993863582611084
Params: 300/100/32/0.3/2/0.001/1/10
min_loss: 0.693058431148529 
max_loss: 0.6950943470001221
Params: 300/100/516/0.3/2/0.001/1/10
min_loss: 0.6930362582206726 
max_loss: 0.6990894079208374
